rank,id,problem_number,title,category,ev,ev_low,ev_high,impact,p_solve,p_valid_open,assessment,local_status,upstream_status,eligible,present,holds,reasons,source_url
8636,3116,OPG-37275,Star chromatic index of complete graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8637,3118,OPG-37325,Covering powers of cycles with equivalence subgraphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8638,3121,OPG-37420,Minimal graphs with a prescribed number of spanning trees,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8639,3122,OPG-37670,The Borodin-Kostochka Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8640,3125,OPG-46538,Do any three longest paths in a connected graph have a vertex in common?,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8641,3126,OPG-46629,Lovász Path Removal Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8642,3127,OPG-46706,Turán number of a finite family.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8643,3128,OPG-46951,Switching reconstruction conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8644,3130,OPG-48264,Signing a graph to have small magnitude eigenvalues,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8645,3131,OPG-48368,Are almost all graphs determined by their spectrum?,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8646,3134,OPG-59908,Fractional Hadwiger,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8647,3137,OPG-60027,3-Decomposition Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8648,3138,OPG-60029,Cycle Double Covers Containing Predefined 2-Regular Subgraphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8649,3139,OPG-60030,Monochromatic vertex colorings inherited from Perfect Matchings,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8650,3140,OPG-60039,Sidorenko's Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8651,3141,OPG-60046,3-Edge-Coloring Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8652,3142,OPG-60055,Chromatic number of $\frac{3}{3}$-power of graph,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8653,3144,OPG-161,Hamiltonian paths and cycles in vertex transitive graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8654,3145,OPG-345,Triangle free strongly regular graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8655,3146,OPG-348,Half-integral flow polynomial values,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8656,3147,OPG-372,Ramsey properties of Cayley graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8657,3148,OPG-407,Laplacian Degrees of a Graph,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8658,3151,OPG-164,Graham's conjecture on tree reconstruction,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8659,3152,OPG-801,Nearly spanning regular subgraphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8660,3153,OPG-826,Complete bipartite subgraphs of perfect graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8661,3155,OPG-37038,Domination in cubic graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8662,3156,OPG-37163,Friendly partitions,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8663,3157,OPG-46708,Subgraph of large average degree and large girth.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8664,3158,OPG-56028,Almost all non-Hamiltonian 3-regular graphs are 1-connected,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8665,3160,OPG-56233,Kriesell's Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8666,3162,OPG-138,The circular embedding conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8667,3163,OPG-139,"(m,n)-cycle covers",Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8668,3164,OPG-140,Faithful cycle covers,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8669,3165,OPG-141,Decomposing eulerian graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8670,3166,OPG-385,Barnette's Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8671,3167,OPG-480,r-regular graphs are not uniquely hamiltonian.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8672,3168,OPG-485,Hamiltonian cycles in line graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8673,3169,OPG-500,Geodesic cycles and Tutte's Theorem,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8674,3170,OPG-638,Jones' conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8675,3171,OPG-700,Chords of longest cycles,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8676,3173,OPG-37241,Strong 5-cycle double cover conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8677,3174,OPG-46584,Decomposing an eulerian graph into cycles.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8678,3177,OPG-47294,4-connected graphs are not uniquely hamiltonian,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8679,3178,OPG-47356,Hamilton decomposition of prisms over 3-connected cubic planar graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8680,3179,OPG-142,The Berge-Fulkerson conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8681,3180,OPG-543,The intersection of two perfect matchings,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8682,3183,OPG-153,Highly connected graphs with no K_n minor,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8683,3184,OPG-154,Jorgensen's Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8684,3185,OPG-729,Seagull problem,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8685,3186,OPG-37379,Forcing a $K_6$-minor,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8686,3188,OPG-46583,Decomposing a connected graph into paths.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8687,3189,OPG-46613,Partition of a cubic 3-connected graphs into paths of length 2.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8688,3190,OPG-170,Linial-Berge path partition duality,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8689,3191,OPG-562,"Three-chromatic (0,2)-graphs",Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8690,3192,OPG-815,Total Colouring Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8691,3193,OPG-830,4-regular 4-chromatic graphs of high girth,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8692,3194,OPG-46533,Coloring the union of degenerate graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8693,3195,OPG-56449,List Total Colouring Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8694,3196,OPG-143,Petersen coloring conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8695,3198,OPG-145,Acyclic edge-colouring,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8696,3199,OPG-182,A generalization of Vizing's Theorem?,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8697,3200,OPG-388,List colorings of edge-critical graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8698,3200002,AMR-031-0002,Dittert–Hajek conjecture,Combinatorics,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8699,3200005,AMR-031-0005,Minimum length of a superpermutation,Combinatorics,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,partially_solved,True,True,,computable_objects,
8700,3203,OPG-2226,Seymour's r-graph conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8701,3205,OPG-46475,Strong edge colouring conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8702,3206,OPG-125,Cores of Cayley graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8703,3207,OPG-167,Pentagon problem,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8704,3208,OPG-412,Mapping planar graphs to odd cycles,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8705,3209,OPG-434,Weak pentagon problem,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8706,3210,OPG-37232,Algorithm for graph homomorphisms,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects; algorithmic_target,
8707,3211,OPG-37619,Circular choosability of planar graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8708,3213,OPG-37323,Good Edge Labelings,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8709,3214,OPG-126,5-flow conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8710,3215,OPG-127,4-flow conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8711,3216,OPG-128,3-flow conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8712,3217,OPG-130,Jaeger's modular orientation conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8713,3218,OPG-131,Bouchet's 6-flow conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8714,3219,OPG-132,The three 4-flows conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8715,3220,OPG-134,A homomorphism problem for flows,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8716,3221,OPG-135,Real roots of the flow polynomial,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8717,3222,OPG-136,Unit vector flows,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8718,3225,OPG-171,Strong colorability,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8719,3226,OPG-335,"Reed's omega, delta, and chi conjecture",Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8720,3227,OPG-401,Circular coloring triangle-free subcubic planar graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8721,3228,OPG-494,Oriented chromatic number of planar graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8722,3229,OPG-550,Coloring and immersion,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8723,3231,OPG-771,Partial List Coloring,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8724,3232,OPG-788,Partial List Coloring,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8725,3235,OPG-2040,Circular colouring the orthogonality graph,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8726,3236,OPG-34839,Double-critical graph conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8727,3237,OPG-36907,Bounding the chromatic number of triangle-free graphs with fixed maximum degree,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8728,3238,OPG-36936,Graphs with a forbidden induced tree are chi-bounded,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8729,3241,OPG-44879,Choice Number of k-Chromatic Graphs of Bounded Order,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8730,3242,OPG-46575,Melnikov's valency-variety problem,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8731,3244,OPG-46940,Acyclic list colouring of planar graphs.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8732,3245,OPG-47358,List chromatic number and maximum degree of bipartite graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8733,3246,OPG-47470,Colouring the square of a planar graph,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8734,3247,OPG-47511,Weighted colouring of hexagonal graphs.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8735,3248,OPG-48583,Bounding the on-line choice number in terms of the choice number,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8736,3250,OPG-55984,Erdős–Faber–Lovász conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8737,3251,OPG-56230,2-colouring a graph without a monochromatic maximum clique,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8738,3252,OPG-59927,List Colourings of Complete Multipartite Graphs with 2 Big Parts,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8739,3253,OPG-59943,List Hadwiger Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8740,3254,OPG-60001,Cycles in Graphs of Large Chromatic Number,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8741,3255,OPG-169,The Two Color Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8742,3256,OPG-179,Woodall's Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8743,3257,OPG-611,The Bermond-Thomassen Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8744,3258,OPG-646,Seymour's Second Neighbourhood Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8745,3262,OPG-46359,Directed path of length twice the minimum outdegree,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8746,3266,OPG-46460,Long directed cycles in diregular digraphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8747,3267,OPG-46495,Arc-disjoint out-branching and in-branching,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8748,3268,OPG-46680,Subdivision of a transitive tournament in digraphs with large outdegree.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8749,3269,OPG-47028,Hamilton cycle in small d-diregular graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8750,3271,OPG-49573,Arc-disjoint directed cycles in regular directed graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8751,3273,OPG-52197,Large acyclic induced subdigraph in a planar oriented graph.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8752,3275,OPG-60028,Monochromatic reachability in arc-colored digraphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8753,3281,OPG-162,The Erdös-Hajnal Conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8754,3282,OPG-567,What is the smallest number of disjoint spanning trees made a graph Hamiltonian,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8755,3284,OPG-46738,Complexity of the H-factor problem.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8756,3285,OPG-46824,Odd-cycle transversal in triangle-free graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8757,3287,OPG-48232,The Bollobás-Eldridge-Catlin Conjecture on graph packing,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8758,3290,OPG-37079,A gold-grabbing game,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8759,3292,OPG-165,Ryser's conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8760,3293,OPG-547,¿Are critical k-forests tight?,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8761,3295,OPG-46817,Simultaneous partition of hypergraphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8762,3296,OPG-47343,Turán's problem for hypergraphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8763,3297,OPG-333,Seymour's self-minor conjecture,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8764,3299,OPG-484,Infinite uniquely hamiltonian graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8765,3300,OPG-488,Hamiltonian cycles in line graphs of infinite graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8766,3301,OPG-490,Hamiltonian cycles in powers of infinite graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8767,3303,OPG-687,Unfriendly partitions,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8768,3307,OPG-1750,"Characterizing (aleph_0,aleph_1)-graphs",Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8769,3309,OPG-1757,Negative association in uniform forests,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8770,3310,OPG-37656,Chromatic number of random lifts of complete graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8771,3312,OPG-46634,Large induced forest in a planar graph.,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8772,3313,OPG-46943,Every 4-connected toroidal graph has a Hamilton cycle,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8773,3315,OPG-411,5-local-tensions,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8774,3316,OPG-798,Degenerate colorings of planar graphs,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8775,3317,OPG-34915,3-Colourability of Arrangements of Great Circles,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8776,3318,OPG-307,The Crossing Number of the Complete Graph,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8777,3319,OPG-310,The Crossing Number of the Complete Bipartite Graph,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8778,3320,OPG-313,The Crossing Number of the Hypercube,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8779,3321,OPG-322,Drawing disconnected graphs on surfaces,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8780,3322,OPG-1812,Crossing sequences,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8781,3323,OPG-37068,Crossing numbers and coloring,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8782,3324,OPG-37117,Are different notions of the crossing number the same?,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8783,3326,OPG-596,Linear Hypergraphs with Dimension 3,Graph Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8784,3329,OPG-702,Growth of finitely presented groups,Group Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8785,3332,OPG-3572,Inverse Galois Problem,Group Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8786,3333,OPG-37302,Which lattices occur as intervals in subgroup lattices of finite groups?,Group Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8787,3334,OPG-660,F_d versus F_{d+1},Logic,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8788,3337,OPG-37424,Fixed-point logic with counting,Logic,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8789,3343,OPG-38188,Vertex Cover Integrality Gap,Logic,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8790,3346,OPG-739,Chowla's cosine problem,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8791,3347,OPG-791,Quartic rationally derived polynomials,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8792,3348,OPG-819,A discrete iteration related to Pierce expansions,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8793,3351,OPG-16555,Diophantine quintuple conjecture,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8794,3355,OPG-37318,Primitive pythagorean n-tuple tree,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,construction_or_counterexample,
8795,3357,OPG-37397,Erdős–Straus conjecture,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8796,3361,OPG-37413,Alexa's Conjecture on Primality,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8797,3364,OPG-706,Goldbach conjecture,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8798,3365,OPG-37192,Are there an infinite number of lucky primes?,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
8799,3368,OPG-36961,Distribution and upper bound of mimic numbers,Number Theory,0.027,0.0027,0.1215,3,0.0225,0.4,automatic,unreviewed,open,True,True,,computable_objects,
