artifact_id,path,sha256,created_at,producer,command,seed,wall_seconds,cpu_seconds,peak_memory_bytes,outcome,verification
ART-132,src/verifier_b/hole9_orphan_recovery.py,52da8c235eaffe46b5bcc4b7178f6b522629b8e683f8c3fc945b76464b0da075,2026-07-25T19:24:00-07:00,hole9_certificate_recovery,"standalone exact-CNF reconstruction, chronology, proof-transformation, package-generation, and package-audit implementation",,,,,"accepted recovery verifier for C-028","imports neither synthesis_k3.cegar nor synthesis_k3.encoding; exact source boundary and mutation behavior accepted by ART-140--142"
ART-133,tests/test_hole9_orphan_recovery.py,9855eab623f5eb14fc99880f1295f9e709b537e5b5645b1417e33ee015c58a22,2026-07-25T19:24:00-07:00,hole9_certificate_recovery,"PYTHONPATH=src python3 -m unittest -v tests.test_hole9_orphan_recovery",,1.139,,,"12 of 12 focused tests passed in root replay","strict parsers, exact reconstruction, checker semantics, proof stripping, source evidence, and five rebound mutation classes"
ART-134,math/lemmas/hole9_orphan_drat_recovery.md,3c341560cb46e8a10ad0eb89ea8aa0e7e4131ea8c6d1dbaf7f1634282a2fa4bc,2026-07-25T19:24:00-07:00,hole9_certificate_recovery,"soundness argument for deletion stripping, addition-only RUP, chronology reconstruction, and recovered-certificate boundary",,,,,"supports C-028 subject to bound wording erratum ART-139","accepted with the explicit clarification that one generated CNF path received two solver passes"
ART-135,certificates/synthesis_k3_hole9_orphan_000170_recovery/certificate.json,1a2d4f7fd3efe0138bb7a7a7f0975d3c60a7ed4d6f994157c5383f18e4b5806c,2026-07-25T19:24:00-07:00,hole9_certificate_recovery,"outer certificate for the sealed 23-file recovered exact-CNF package",,,,,"6886 variables; 20030 base clauses; 170 cuts; exact reconstructed CNF UNSAT","binds the other 22 package files; package tree SHA256 dab03e8f53ae975cfa0da32433df9c0838f8c279b9f756be59637017d0cd69b2 independently reproduced"
ART-136,certificates/synthesis_k3_hole9_orphan_000170_recovery/proof/addition-only.rup.drat,24c5647d3a57f2de221fba96747c618575a3aba086c5e4bca17aade55ce7d4ab,2026-07-25T19:24:00-07:00,hole9_certificate_recovery,"strictly strip 11683 canonical deletion lines from the preserved 16388-line proof while retaining every addition byte",,,,,"4705 additions ending in the empty clause; all independently RUP","pinned DRAT-trim and fresh standard-library watched-literal checker both verified; zero RAT lemmas"
ART-137,results/synthesis_k3_hole9_orphan_recovery_acceptance.json,ebede11b90e6e0b73d75f57c7706ba2e62e699281fcd8c15a208886dd53db291,2026-07-25T19:24:00-07:00,root,"publication binding of the recovered package, outer certificate, two errata, hostile review, independent probe, root replay, and exact claim boundary",,,,,"accepted C-028 as CERTIFIED-FINITE; unchanged full campaign suite later passed 238 of 238","original source checkpoint remains running; explicitly excludes only hole9 and not the complete (12,3) slice"
ART-138,results/logs/synthesis-k3-hole9-batch-004-checker-incident-erratum.json,6bfb1cc799977d96fe5058b13c1dd08e8c0cbb8b86c3a58a30c3c9a6233ee135,2026-07-25T19:24:00-07:00,hole9_certificate_recovery,"non-destructive correction to ART-115's manually transcribed 63-character cuts hash",,,,,"restores final hexadecimal digit b; original ART-115 preserved","actual cut payload, checkpoint, generator, package, and independent reconstruction all agree on the corrected 64-character SHA256"
ART-139,results/logs/synthesis-k3-hole9-recovery-soundness-erratum.json,f6135a4121cafaca5275d1f1f707e7c82626d61caec94d908704aaec92400e90,2026-07-25T19:24:00-07:00,hole9_certificate_recovery,"non-destructive wording correction to ART-134 and its sealed package copy",,,,,"clarifies that one exact generated CNF path received two CaDiCaL passes","no CNF, proof, certificate, package, or source-run byte changed"
ART-140,reviews/hole9_orphan_recovery_hostile/HOSTILE_REVIEW.md,4a8bba44ea71090652a5cfbc2b54565594fdb945dfe109193e9921157ffd563c,2026-07-25T19:24:00-07:00,hole9_recovery_hostile_review,"independent chronology, hash, exact-CNF, proof-stripping, RUP, mutation, erratum, package, and mathematical-scope audit",,4.500,,74285056,"ACCEPT WITH TWO VALIDATED ERRATA; no unresolved mathematical or integrity defect","all 170 chronology links, 2210 artifact bindings, 4705 RUP additions, 11 mutations, and both errata independently checked"
ART-141,reviews/hole9_orphan_recovery_hostile/probe.py,cf4d6e261787d1130a139ecd5cb89db81a71c6e61a0a1a06624a7b481653c49b,2026-07-25T19:24:00-07:00,hole9_recovery_hostile_review,"python3 -I reviews/hole9_orphan_recovery_hostile/probe.py --compact",,4.500,,74285056,"standalone exact reconstruction and all-addition RUP replay accepted C-028 evidence","standard library only; imports neither recovery verifier nor synthesis/search implementation"
ART-142,reviews/hole9_orphan_recovery_hostile/probe_log.json,01137765e25408c16e8228ec8629d497f5e3a09cba5439b56ecbd006108167ca,2026-07-25T19:24:00-07:00,hole9_recovery_hostile_review,"captured compact output of ART-141",,4.412,,74285056,"status accepted_with_validated_errata; all exact counts, hashes, and 11 rejected mutations recorded","root independently reran ART-141 successfully before C-028 promotion"
ART-143,math/lemmas/hole9_template_exclusion.md,4305dcfc170f665d0c97b5d4601c3dd226099b61e11a2ad28a15fc66ee36c1f2,2026-07-25T19:28:00-07:00,root,"self-contained graph-to-CNF implication and C-014/C-017 corollary for the recovered hole9 certificate",,,,,"proves the exact mathematical scope of C-028","constructs every edge, witness, family, and move assignment; proves all 170 coloring cuts; preserves the nonterminal and incomplete-slice boundaries"
ART-144,reviews/hole9_template_exclusion_hostile_review.md,e17707945f3420c4ba2ecb6b3056b14789e2648e12e4c641772dfb7cee6452b7,2026-07-25T19:28:00-07:00,hole9_bridge_note_review,"independent line-by-line quantifier, complement, relabeling, one-guard, cut, RUP, corollary, and scope audit of ART-143",,,,,"ACCEPT without reservation; no mathematical or scope defect","binds the current recovery acceptance hash and verifies its later 238-of-238 replay addition is proof-neutral"
ART-145,results/logs/synthesis-k3-hole5-batch-002.json,cf6cc12fc8e2d1c1fa028bcaaa35890a1e679da374fa854822748aeff7b9189d,2026-07-25T19:49:00-07:00,hole5_batch_256,"resume hole5 from 192 cuts for 256 frozen iterations followed by deep reconstruction and independent standard-library audit",0,150.022084,12.713481,17399808,"256 additional complete SAT/coloring attempts; 448 total globally sound cuts; no terminal or resource event","binds checkpoint SHA256 ca4556b6d8b931d71b7b143d1e8b7c3aab4475fa1edae90a83c7acb107100b55 and identical pre/post-audit 3139-file tree SHA256 cf12c4c0a7923a849d837ddaaabc186e688f2f5368e858d6fa5bb4b8a2b445b4"
ART-146,math/lemmas/template_coloring_bank.md,abc9568d70eee6b792e4220b58c12f5e7c069a13e37dbd3265025abe02cd6f50,2026-07-25T20:13:00-07:00,template_bank_author,"self-contained exact count and CNF-equivalence proof for the hole5/hole7/hole9 coloring banks",,,,,"PROVED as C-029","two independent ACCEPT reviews; exact quantifiers, complement direction, S3 quotient, and formula counts checked"
ART-147,src/synthesis_k3/template_color_bank.py,dc69687f01e85bea643b73f713b1afca51b3911b3fee4a857da3fb07cc979838,2026-07-25T20:13:00-07:00,template_bank_author,"deterministic exhaustive bank/CNF/package generator and bounded proof-producing solve path",,,,,"accepted for committed package generation","strict path, provenance, resource, model, nonclaim, and proof-checking gates independently audited"
ART-148,tests/test_template_color_bank.py,cc89c89133593a986a77d683ec253bf7db49e53f3ba27ede03e4fcee89fccdf7,2026-07-25T20:13:00-07:00,template_bank_author,"PYTHONPATH=src PYTHONWARNINGS=error python3 -m unittest -v tests.test_template_color_bank",,62.578,,61865984,"12 of 12 focused tests passed in root replay","includes exhaustive orbit equivalence, deterministic bytes, live pinned SAT/DRAT smoke, mutation refusals, and explicit resource/checker nonclaims"
ART-149,reviews/template_coloring_bank_theorem_review.md,2fa68d7c36598c73ca0f27a83ec3904e1bca7e2ce6d9c927b52c7cce0a6a79c7,2026-07-25T20:20:00-07:00,hole5_cut_mining,"independent mathematical and exact-accounting audit of ART-146 and the frozen construction",,,,,"ACCEPT without mathematical defect","also proves the accepted hole9 170-cut formula is a clause subset of the 765-cut formula and RUP reuse is sound"
ART-150,reviews/template_coloring_bank_hostile_probe.py,0a55ea60334be110b4b45998078d0050e726f7b1ff223a6d87250778bbe1cb26,2026-07-25T20:20:00-07:00,template_bank_hostile,"python3 -I reviews/template_coloring_bank_hostile_probe.py self-test",,8.43,,50593792,"PASS on all three templates and eight semantic mutations","standard library only; imports no campaign module; independently reconstructs all variables and clauses"
ART-151,reviews/template_coloring_bank_hostile_probe_log.json,89af794e95d590294657ca5df819f7b86f67945ce83271ac68597f10a265ec72,2026-07-25T20:20:13-07:00,template_bank_hostile,"captured exhaustive assignment, fixture, mutation, legacy-subset, and stronger-formula proof-replay audit",,62.153,,62308352,"ACCEPT_AUTHOR_FREEZE_FOR_COMMIT_AND_POSTCOMMIT_PACKAGE_GENERATION","binds frozen source hashes and warning-free checker replay; development source-to-HEAD mismatch preserved as the only gate"
ART-152,reviews/template_coloring_bank_hostile_review.md,859fda55424a1bd83d48d7774a41fbd1b1d4adc262b280977cb6562c6433cecd,2026-07-25T20:20:13-07:00,template_bank_hostile,"independent hostile audit of theorem, enumeration, complete CNF bytes, paths, resources, manifests, mutations, and hole9 proof reuse",,,,,"ACCEPT subject only to postcommit source binding","no hole5 or hole7 SAT/UNSAT claim; requires runtime_sources_match_head=true before production"
ART-153,results/logs/template-color-bank-validation.json,1cb5bf84565727f34a8a68d793ce97ddd1953882d893be0820d585ba66a3d285,2026-07-25T20:23:44-07:00,root,"focused suite, full campaign suite, standalone hostile self-test, independent fixture audits, and review aggregation",,121.953,116.79,106971136,"ACCEPT_FOR_COMMIT_AND_POSTCOMMIT_PACKAGE_GENERATION; all 250 campaign tests passed","development fixtures are explicitly nonproduction; retained packages must be regenerated after this source is committed"
ART-154,results/synthesis_k3_template_bank_packages/hole9/coloring_bank.json,d4361c57730765112c80e9348561a063a2ad7eae9ad00d3986dcb111446b5ef7,2026-07-25T20:32:00-07:00,root,"PYTHONPATH=src python3 -m synthesis_k3.template_color_bank generate --validation-gate-open --template hole9 --output-dir results/synthesis_k3_template_bank_packages/hole9",,,,,"retained complete 765-row hole9 coloring bank","author exhaustive audit and independent standard-library byte/semantic reconstruction accepted"
ART-155,results/synthesis_k3_template_bank_packages/hole9/instance.cnf,baea72050aaec8f41bad4e245fff8409489a9270f76ab0ffc97f0271f49dca01,2026-07-25T20:32:00-07:00,root,"same deterministic generation as ART-154",,,,,"6886 variables; 20795 clauses; 129559 literals","independent reconstruction accepted; identical to the complete development CNF already checked with the accepted hole9 proof"
ART-156,results/synthesis_k3_template_bank_packages/hole9/manifest.json,e36e7ab02bdc001c09fe0f9d12f8257483a695c758c1f29dd4a3ac2cb4d0ab83,2026-07-25T20:32:00-07:00,root,"same deterministic generation as ART-154",,,,,"retained hole9 package manifest","binds committed HEAD 2e68a6396735381ee634a572dda409610b40891f; runtime_sources_match_head=true; empty mismatch list"
ART-157,results/synthesis_k3_template_bank_packages/hole7/coloring_bank.json,371ab3b01ce2add1138e0c0c78d267a796bcc536c79f95050face4bfcd4d11a7,2026-07-25T20:32:00-07:00,root,"PYTHONPATH=src python3 -m synthesis_k3.template_color_bank generate --validation-gate-open --template hole7 --output-dir results/synthesis_k3_template_bank_packages/hole7",,,,,"retained complete 1701-row hole7 coloring bank","author exhaustive audit and independent standard-library byte/semantic reconstruction accepted"
ART-158,results/synthesis_k3_template_bank_packages/hole7/instance.cnf,6a011e685e58ef517f2ab8253ca40987bd7b742a470bedbacdc3a5e94fc995a7,2026-07-25T20:32:00-07:00,root,"same deterministic generation as ART-157",,,,,"6886 variables; 21718 clauses; 148551 literals","independent reconstruction accepted"
ART-159,results/synthesis_k3_template_bank_packages/hole7/manifest.json,7c46b015dd58e321428c7d0bb8b896d27ae8ce0fb4bc9566199e43f86fa17185,2026-07-25T20:32:00-07:00,root,"same deterministic generation as ART-157",,,,,"retained hole7 package manifest","binds committed HEAD 2e68a6396735381ee634a572dda409610b40891f; runtime_sources_match_head=true; empty mismatch list"
ART-160,results/synthesis_k3_template_bank_packages/hole5/coloring_bank.json,b3c24db61e7a33c3d8803e2bbadcdda92b950fb04445e59e7930330e92b74a00,2026-07-25T20:32:00-07:00,root,"PYTHONPATH=src python3 -m synthesis_k3.template_color_bank generate --validation-gate-open --template hole5 --output-dir results/synthesis_k3_template_bank_packages/hole5",,,,,"retained complete 3645-row hole5 coloring bank","author exhaustive audit and independent standard-library byte/semantic reconstruction accepted"
ART-161,results/synthesis_k3_template_bank_packages/hole5/instance.cnf,76bf36ecb663cd37272acded2208206fdba6aa571dd5f2e757cc132bd533e0b7,2026-07-25T20:32:00-07:00,root,"same deterministic generation as ART-160",,,,,"6886 variables; 23653 clauses; 188959 literals","independent reconstruction accepted"
ART-162,results/synthesis_k3_template_bank_packages/hole5/manifest.json,99a56197074ad3373691578527e41baff4d76eb1e86141366c4edf8bc5871402,2026-07-25T20:32:00-07:00,root,"same deterministic generation as ART-160",,,,,"retained hole5 package manifest","binds committed HEAD 2e68a6396735381ee634a572dda409610b40891f; runtime_sources_match_head=true; empty mismatch list"
ART-163,reviews/template_coloring_bank_production_hostile_review.md,159cc01ccf4b5bdb0137a23dff5248ff94d90902fb6c150747fb811e7416959f,2026-07-25T20:34:00-07:00,template_bank_hostile,"independent retained-package path, Git-object source, exact byte, exhaustive semantic, manifest, and tree audit",,,,,"ACCEPT all three retained packages","standard library only; imports no author/search module; 9-file tree hash 71cbee54... and source-set hash 71b36c6d... independently reproduced"
ART-164,results/synthesis_k3_template_bank_tool_smoke_2e68a639/smoke.json,46e52583e0093bf5bb843bf75530fdb9470c55eb608a56217ffb725853c19fd0,2026-07-25T20:33:00-07:00,root,"PYTHONPATH=src python3 -m synthesis_k3.template_color_bank smoke with pinned CaDiCaL and DRAT-trim",0,,,45826048,"PASSED_TOOL_SMOKE; exact SAT model and UNSAT proof checked","binds tool hashes 51c3c82b... and 31df522b...; warning-free checker emitted exactly one s VERIFIED"
ART-165,results/synthesis_k3_template_bank_runs/hole7_seed0_600s/outcome.json,ffb19de770a003341b7050941531fca845626fe4cd086b727287122c57d510ff,2026-07-25T20:36:07-07:00,root,"complete-bank hole7 seed-0 bounded proof-producing solve",0,11.381241,10.497576,82264064,"original wrapper outcome UNSAT_UNVERIFIED_CHECKER_EXIT and NO_MATHEMATICAL_CLAIM","preserved unchanged as source evidence for the separately accepted ART-167 recovery"
ART-166,results/synthesis_k3_template_bank_runs/hole7_seed0_600s/proof.drat,7ceb4a63d393d8ff6fec33569c6284fee61533be4f15fd733777b85b08ee2b85,2026-07-25T20:36:06-07:00,root,"CaDiCaL 3.0.1 ASCII DRAT output for ART-165",0,11.381241,10.497576,45547520,"solver exit 20; 547479 records including 263162 deletions","all 284317 additions preserved byte-for-byte in ART-168; original file independently rebound before and after recovery"
ART-167,certificates/synthesis_k3_hole7_full_bank_seed0_addition_only_v2/certificate.json,c38002e16190065ed13453f9013a294f013846b5ed3651fde64aaa927e2f888e,2026-07-25T20:57:32-07:00,template_bank_hostile,"python3 reviews/hole7_deletion_strip_auditor.py recover --validation-gate-open --output certificates/synthesis_k3_hole7_full_bank_seed0_addition_only_v2",0,267.32,,87392256,"VERIFIED_FINITE_CERTIFICATE supporting C-030","binds exact CNF, source run, transformation census, two strict replays, mutation suite, dependencies, and eight-file tree SHA256 de67bfb5..."
ART-168,certificates/synthesis_k3_hole7_full_bank_seed0_addition_only_v2/proof/addition-only.rup.drat,e8052df40d3e0c39b945a8735889039daba55eacc351e1822828b3d94f7baae9,2026-07-25T20:55:33-07:00,template_bank_hostile,"stream all source additions byte-for-byte and discard only syntactically valid deletion records",,267.32,,87392256,"284317-addition RUP proof ending in the empty clause","two pinned DRAT-trim -I -f -W -U replays exited zero with one warning-free s VERIFIED and zero RAT lemmas"
ART-169,reviews/hole7_deletion_strip_auditor.py,7bf67c205ca7f33e2109a5997e1b7015b18e383a8bf1ce0919992f437c945fd2,2026-07-25T20:54:42-07:00,template_bank_hostile,"independent standard-library proof parser, deletion stripper, strict replay, mutation, package, and binding auditor",,,,,"accepted independent recovery implementation for C-030","imports neither synthesis encoding nor search core; packaged byte-identical copy is sealed with ART-167"
ART-170,reviews/hole7_addition_only_hostile_review.md,b904fcec9df16eff06640f36241a7589e1686777a57b7f32f9825832a8cecaa2,2026-07-25T21:03:05-07:00,template_bank_hostile,"hostile formula, proof, checker-warning, mutation, dependency, graph-to-CNF, and finite-scope audit",,,,,"ACCEPT v2 recovery without mathematical reservation; C-030 promoted","explicitly rejects the unsuffixed v1 package and leaves only hole5 in the exhaustive order-12 parameter-three split"
ART-171,results/synthesis_k3_template_bank_proof_replays/hole9/replay.json,d23bf016cf2bdd4c4e23763d3f32068af91d4151205d0eb6a0e3ea93a5a394b0,2026-07-25T20:38:30-07:00,hole5_cut_mining,"direct strict replay of the accepted 4705-addition proof against the retained complete hole9 bank CNF",,0.08,0.07,53264384,"UNSAT_VERIFIED for the exact complete hole9 formula; no new SAT solve","independent clause-multiset audit proves the older formula is an exact subset with 595 added clauses; one warning-free s VERIFIED"
ART-172,reviews/hole9_full_bank_proof_replay_review.md,c1f78d45a2f78da950570cb4989b07e64a72ad065ad826ead10b9fedd02d0d7e,2026-07-25T20:39:38-07:00,hole5_cut_mining,"independent retained-package, legacy-subset, proof, checker, resource, and post-replay audit",,,,,"ACCEPT direct full-bank proof replay; scope of C-028 unchanged","binds all retained replay files and keeps the hole5/hole7/slice/universal boundaries explicit"
ART-173,results/logs/hole5-full-bank-trials-20260725.json,6c173adcceecc601b1e0314142b76574e37d8de8932154b9b858ed5746bfcdfa,2026-07-25T21:11:01-07:00,root,"aggregate the bounded hole5 ASCII-proof, aborted-control, default-proofless, and UNSAT-preset trials",0,600.027255,562.658806,71057408,"INCONCLUSIVE and NO_MATHEMATICAL_CLAIM; hole5 remains open","binds exact input/tool/run hashes and selects the proved S6 signature-order route from measured evidence"
ART-174,results/synthesis_k3_template_bank_runs/hole5_seed0_600s/outcome.json,667cdc2d57f580aa226c2ea853ccc871225996fe0f982d0a4943312690013224,2026-07-25T20:43:31-07:00,root,"complete-bank hole5 seed-0 ASCII proof-producing solve with 512 MiB file cap",0,153.477941,144.003532,71057408,"INCONCLUSIVE_SOLVER_FILE_LIMIT and NO_MATHEMATICAL_CLAIM","the 512 MiB partial proof has local SHA256 d7a46742... but no result file and no checker; this row supports only the resource diagnosis"
